,Date,ADANIPORTS,ADANIPOWER,APOLLOHOSP,ASIANPAINT,AUROPHARMA,BAJFINANCE,BALKRISIND,BANKBARODA,BERGEPAINT,BAJAJFINSV,CENTURYTEX,CUMMINSIND,ENGINERSIN,FEDERALBNK,IDFCFIRSTB,CASTROLIND,INDUSINDBK,JINDALSTEL,MCDOWELL-N,MOTHERSUMI,MUTHOOTFIN,NATIONALUM,ICICIPRULI,PIDILITIND,RELCAPITAL,SRTRANSFIN,TORNTPOWER,AMARAJABAT,APOLLOTYRE,BAJAJ-AUTO,BHARATFORG,HEROMOTOCO,HINDUNILVR,IBULHSGFIN,MANAPPURAM,TORNTPHARM,ULTRACEMCO,BHARTIARTL,KAJARIACER,TATAMOTORS,TATAMTRDVR,ACC,ADANIENT,AMBUJACEM,ARVIND,BANKINDIA,BHEL,BOSCHLTD,CADILAHC,CHOLAFIN,DIVISLAB,DLF,EQUITAS,ESCORTS,GODREJCP,GRASIM,HAVELLS,HCLTECH,BSOFT,HDFCBANK,HINDPETRO,CANBK,HINDZINC,IDEA,INDIGO,INFY,IOC,DHFL,ITC,EICHERMOT,JSWSTEEL,JUBLFOOD,JUSTDIAL,KOTAKBANK,EXIDEIND,L&TFH,LUPIN,M&M,GLENMARK,MARICO,MCX,MRF,NCC,NESTLEIND,NTPC,ONGC,PAGEIND,PFC,PNB,RAMCOCEM,RAYMOND,RECLTD,RELIANCE,SAIL,SIEMENS,SRF,STAR,TATAPOWER,TCS,MGL,TECHM,MINDTREE,UBL,UJJIVAN,UNIONBANK,UPL,VEDL,VOLTAS,WIPRO,YESBANK,RELINFRA,AXISBANK,TITAN,ASHOKLEY,BATAINDIA,BEL,BIOCON,BPCL,BRITANNIA,CESC,CIPLA,COALINDIA,DABUR,DISHTV,GAIL,GMRINFRA,HDFC,CONCOR,HINDALCO,DRREDDY,IDBI,IGL,MFSL,M&MFIN,MARUTI,OFSS,NMDC,OIL,POWERGRID,RBLBANK,SHREECEM,SUNPHARMA,TATASTEEL,TATAELXSI,TVSMOTOR,ZEEL,COLPAL,ICICIBANK,LICHSGFIN,SBIN,LT,NBCC,PEL,PETRONET,PVR,TATACHEM,SUNTV
10,2021-06-15,761.849976,133.899994,3298.300049,3042.199951,993.75,6161.149902,2274.550049,85.099998,823.75,11798.700195,583.349976,846.549988,84.099998,86.0,59.599998,147.850006,1034.449951,422.5,652.75,245.949997,1516.75,71.849998,587.599976,2137.149902,22.4,1450.650024,462.549988,784.549988,235.199997,4138.100098,741.5,3007.050049,2391.949951,308.5,168.300003,2927.649902,6668.299805,542.5,994.849976,352.700012,165.0,2042.949951,1538.849976,341.450012,86.300003,79.599998,69.650002,15859.599609,646.0,568.5,4313.049805,308.799988,95.650002,1209.949951,933.700012,1495.25,1017.900024,985.450012,400.5,1490.25,298.350006,154.350006,339.950012,9.7,1789.699951,1473.900024,115.75,16.700001,207.050003,2763.5,725.099976,3175.949951,1009.25,1770.900024,193.300003,98.550003,1186.449951,808.599976,640.900024,506.149994,1546.150024,82862.703125,89.900002,17684.800781,117.800003,125.349998,30046.349609,127.849998,42.400002,1024.300049,411.399994,156.399994,2250.0,137.300003,2059.800049,7149.700195,812.549988,122.150002,3262.75,1265.800049,1066.849976,2469.699951,1371.849976,217.050003,37.25,841.799988,270.950012,1061.699951,557.900024,14.1,91.599998,750.900024,1723.400024,128.949997,1646.150024,150.699997,410.5,481.899994,3631.850098,78.269997,969.700012,157.149994,574.799988,15.55,163.0,30.6,2545.100098,684.700012,390.850006,5410.850098,38.849998,538.900024,1024.699951,171.550003,7166.25,3749.350098,180.899994,149.0,185.700043,219.550003,28485.900391,673.200012,1174.300049,3797.699951,629.5,230.399994,1712.699951,645.299988,521.700012,429.5,1510.800049,57.650002,2217.050049,233.149994,1454.699951,744.0,521.400024
11,2021-06-16,706.700012,127.25,3294.199951,3018.699951,987.599976,6081.600098,2244.550049,84.400002,817.900024,11856.150391,581.349976,848.900024,83.650002,84.949997,58.549999,150.050003,1013.700012,407.350006,652.25,245.399994,1514.650024,69.949997,577.799988,2131.050049,23.5,1433.849976,467.799988,772.049988,233.0,4110.450195,731.849976,2975.399902,2407.899902,298.799988,167.699997,2890.199951,6587.399902,536.75,995.099976,349.350006,162.399994,2020.5,1448.300049,338.899994,84.449997,78.449997,67.0,15831.25,630.150024,564.25,4300.700195,306.100006,95.150002,1191.150024,917.299988,1469.199951,1006.950012,979.400024,407.399994,1484.599976,304.350006,152.149994,334.200012,9.55,1733.699951,1480.599976,115.900002,16.700001,207.850006,2741.050049,705.400024,3232.449951,1070.25,1760.599976,191.050003,96.349998,1176.849976,806.150024,642.700012,505.950012,1537.75,82554.296875,86.900002,17965.199219,119.800003,126.699997,29981.849609,129.25,41.75,1022.450012,405.600006,156.050003,2211.600098,131.199997,2026.599976,7147.049805,791.700012,125.949997,3274.350098,1248.75,1069.150024,2466.649902,1370.199951,214.75,37.450001,838.200012,264.350006,1028.150024,555.25,14.0,96.150002,749.799988,1714.949951,125.900002,1646.099976,149.699997,403.25,481.25,3639.449951,77.144997,956.75,155.550003,580.599976,15.25,161.75,29.65,2521.449951,683.400024,380.25,5406.100098,38.75,534.099976,1022.150024,169.649994,7114.25,3701.25,178.800003,147.449997,181.612549,215.800003,28224.75,668.549988,1142.150024,3775.449951,622.349976,227.550003,1713.0,640.099976,495.049988,425.950012,1490.900024,56.099998,2210.649902,230.449997,1440.650024,737.099976,529.650024
12,2021-06-17,646.900024,120.900002,3240.600098,3060.300049,961.700012,6050.25,2304.100098,81.900002,820.299988,11818.549805,567.950012,839.400024,82.5,85.349998,57.799999,147.800003,984.049988,395.5,662.700012,239.600006,1482.699951,68.650002,589.950012,2127.350098,24.65,1411.400024,457.399994,763.400024,229.899994,4053.899902,725.049988,2914.100098,2417.699951,283.700012,163.399994,2953.899902,6704.850098,528.650024,974.5,345.649994,160.800003,2042.199951,1367.699951,346.25,84.449997,77.099998,65.5,15399.849609,620.25,549.799988,4302.350098,296.899994,94.0,1165.449951,908.0,1458.199951,997.75,986.400024,400.100006,1466.099976,309.0,151.350006,334.149994,9.45,1707.5,1495.300049,114.599998,16.700001,205.649994,2673.75,696.349976,3253.600098,1038.699951,1766.050049,187.75,93.949997,1162.75,805.700012,639.5,518.299988,1492.449951,82676.398438,84.050003,18059.050781,117.400002,125.099998,29886.050781,127.0,41.099998,1034.349976,426.950012,150.300003,2215.649902,128.300003,2010.300049,7134.850098,790.0,123.949997,3317.75,1244.75,1080.25,2477.449951,1401.949951,213.0,38.099998,835.049988,261.25,1030.25,558.700012,13.75,100.900002,738.599976,1711.400024,121.199997,1671.300049,146.149994,398.649994,476.899994,3658.149902,78.040001,950.950012,152.149994,573.200012,15.0,160.5,28.75,2487.300049,677.650024,369.25,5286.5,38.349998,535.950012,1005.0,162.75,6969.350098,3581.75,179.800003,146.100006,179.887543,209.699997,28368.099609,665.049988,1103.75,3734.350098,610.700012,223.75,1714.949951,633.0,482.100006,420.25,1487.550049,55.400002,2163.100098,228.399994,1421.849976,725.599976,532.299988
13,2021-06-18,694.349976,114.900002,3221.5,3047.199951,952.450012,6087.049805,2292.0,80.199997,825.599976,11999.349609,566.150024,833.049988,81.0,83.849998,57.599998,147.199997,995.400024,388.350006,672.75,236.899994,1472.400024,67.650002,580.0,2125.550049,25.85,1380.0,455.350006,748.0,227.199997,4167.100098,726.849976,2891.350098,2482.899902,278.899994,160.199997,2897.699951,6693.899902,538.75,962.5,337.399994,154.949997,2027.900024,1487.5,341.299988,81.75,75.25,64.25,15211.299805,620.400024,538.5,4197.299805,294.850006,91.900002,1169.949951,892.950012,1480.75,996.5,975.25,394.0,1479.800049,295.75,147.399994,328.899994,10.35,1702.699951,1503.300049,112.300003,16.700001,204.550003,2707.550049,670.599976,3292.199951,1026.050049,1760.449951,184.899994,91.449997,1155.599976,781.549988,640.400024,521.150024,1493.75,82644.101563,83.949997,17670.650391,113.550003,120.25,29698.949219,124.349998,40.299999,1021.200012,417.700012,147.050003,2225.649902,124.0,2024.050049,7069.200195,773.299988,121.449997,3297.300049,1188.199951,1070.699951,2472.0,1366.75,210.5,37.799999,808.0,251.649994,1029.300049,549.799988,13.75,105.199997,736.299988,1711.300049,116.449997,1644.050049,146.199997,398.950012,472.350006,3619.199951,76.449997,960.900024,146.399994,577.099976,14.8,155.050003,28.200001,2488.100098,688.349976,371.350006,5283.899902,37.5,531.950012,978.200012,158.649994,6959.350098,3536.399902,178.199997,148.5,174.750046,206.75,28045.800781,668.5,1092.300049,3639.949951,610.400024,221.949997,1689.849976,630.400024,469.899994,412.899994,1476.0,54.299999,2236.5,225.850006,1417.949951,714.799988,549.549988
14,2021-06-21,731.049988,120.599998,3238.0,3068.550049,954.75,6116.0,2245.100098,82.400002,827.75,12156.400391,574.799988,824.900024,80.900002,85.349998,58.450001,146.949997,1007.549988,381.950012,671.150024,236.5,1486.75,68.800003,579.299988,2150.899902,27.1,1382.900024,463.350006,750.0,226.100006,4182.649902,729.599976,2894.850098,2514.350098,276.899994,160.649994,2920.399902,6775.5,539.599976,970.549988,334.299988,156.449997,2028.099976,1540.0,344.75,80.949997,79.050003,67.75,15096.849609,629.549988,543.5,4229.100098,302.600006,91.25,1167.900024,885.650024,1496.650024,982.950012,982.0,382.549988,1488.699951,302.399994,152.300003,331.75,10.15,1719.0,1500.300049,112.650002,16.700001,204.449997,2698.449951,672.950012,3248.350098,1039.849976,1772.050049,185.5,92.400002,1156.550049,776.849976,641.150024,520.0,1492.400024,81777.046875,83.599998,17649.150391,118.0,120.949997,29682.849609,124.400002,41.700001,1027.949951,416.399994,147.699997,2237.25,126.900002,2003.550049,6933.200195,786.650024,123.300003,3273.100098,1191.699951,1062.900024,2487.949951,1419.550049,207.850006,39.799999,772.200012,254.350006,1019.150024,542.150024,13.9,102.099998,739.549988,1742.849976,117.25,1662.900024,149.199997,405.75,475.049988,3648.850098,76.57,960.150024,147.5,571.75,15.0,155.25,30.9,2516.399902,683.650024,367.600006,5282.0,38.5,533.700012,1019.400024,159.649994,6899.899902,3598.5,184.850006,149.649994,176.137543,212.0,28225.349609,671.349976,1106.150024,3624.600098,616.75,221.699997,1666.949951,631.25,470.25,419.75,1467.050049,56.200001,2321.399902,228.0,1379.300049,718.049988,551.049988
15,2021-06-22,742.900024,126.599998,3258.199951,3010.800049,952.599976,6016.799805,2206.850098,81.849998,808.400024,12131.650391,592.799988,833.349976,81.900002,84.599998,58.099998,147.0,1000.099976,388.700012,673.849976,237.75,1506.699951,69.199997,602.450012,2147.850098,28.450001,1371.699951,458.75,747.049988,224.800003,4221.600098,741.200012,2907.050049,2490.25,275.549988,162.100006,2924.949951,6858.950195,536.400024,963.700012,337.899994,159.600006,2049.350098,1541.599976,346.25,81.300003,78.75,66.75,15128.599609,630.049988,541.849976,4288.75,296.799988,94.800003,1169.800049,877.150024,1496.300049,999.700012,980.099976,385.649994,1483.800049,304.549988,151.75,332.899994,10.0,1717.449951,1511.849976,113.849998,16.700001,205.100006,2718.199951,675.25,3220.149902,1020.849976,1757.099976,185.850006,92.949997,1158.949951,775.200012,640.299988,515.849976,1496.0,81747.25,84.300003,17436.550781,118.300003,122.050003,29459.699219,123.699997,41.299999,1023.299988,432.850006,145.0,2225.75,127.25,1997.349976,6982.649902,777.0,121.449997,3301.199951,1186.050049,1057.199951,2480.649902,1456.5,209.199997,40.150002,802.5,252.399994,1020.200012,556.549988,13.8,97.0,739.349976,1757.0,118.449997,1667.150024,151.399994,401.350006,473.649994,3650.899902,77.580002,955.849976,148.699997,566.650024,14.7,155.300003,32.5,2522.899902,703.400024,367.549988,5308.350098,38.599998,528.299988,1004.25,157.300003,7265.399902,3558.850098,185.399994,151.350006,175.537537,210.100006,29239.050781,666.799988,1112.300049,3689.699951,617.650024,218.149994,1689.349976,630.849976,472.0,418.649994,1499.199951,57.849998,2446.300049,230.149994,1407.949951,723.849976,550.450012
16,2021-06-23,718.700012,125.949997,3244.800049,2987.350098,944.400024,6015.600098,2195.899902,82.300003,806.099976,12282.25,603.25,825.549988,81.599998,84.800003,57.75,145.75,999.549988,385.200012,663.700012,237.949997,1478.800049,69.0,605.349976,2133.149902,29.85,1366.800049,457.5,750.0,224.149994,4198.600098,730.849976,2928.350098,2480.5,268.149994,161.800003,2903.699951,6903.350098,534.049988,963.400024,335.25,156.350006,2030.550049,1504.75,345.149994,80.599998,78.300003,66.050003,15064.549805,623.549988,536.200012,4224.600098,293.049988,94.25,1167.300049,880.75,1498.75,998.5,972.900024,387.799988,1485.5,300.25,151.949997,331.450012,9.95,1708.849976,1503.150024,112.900002,16.700001,203.949997,2728.600098,665.5,3220.75,1012.200012,1736.699951,184.699997,95.050003,1154.449951,781.950012,638.950012,515.5,1488.800049,81970.546875,84.449997,17414.800781,117.25,123.349998,29436.449219,123.150002,42.25,1024.800049,432.25,144.949997,2205.350098,124.099998,2028.25,6904.75,767.049988,120.75,3261.399902,1168.25,1056.449951,2480.649902,1403.849976,209.050003,39.200001,804.0,251.25,1030.75,540.150024,13.7,92.150002,732.349976,1782.550049,119.099998,1661.949951,168.5,397.549988,469.600006,3659.300049,76.5,957.75,148.449997,566.450012,14.4,153.350006,32.400002,2497.199951,698.150024,368.100006,5299.350098,39.400002,518.549988,1015.549988,156.600006,7432.700195,3584.25,178.800003,152.600006,174.187546,208.350006,28867.199219,665.25,1100.099976,3660.949951,619.549988,216.449997,1686.349976,624.700012,464.850006,418.850006,1479.25,57.049999,2432.550049,231.100006,1416.949951,714.900024,538.450012
17,2021-06-24,709.900024,119.699997,3203.25,3043.25,938.200012,6043.600098,2242.449951,80.849998,813.200012,12333.25,602.150024,831.849976,80.849998,84.849998,56.900002,144.350006,1000.650024,386.399994,675.150024,236.100006,1466.150024,68.449997,601.049988,2156.149902,28.4,1363.900024,447.450012,741.299988,219.850006,4226.899902,735.549988,2906.949951,2490.149902,264.450012,160.050003,2885.300049,6961.950195,528.75,984.650024,334.649994,155.100006,2027.449951,1508.5,346.5,80.449997,77.0,64.650002,14950.0,618.0,530.049988,4250.350098,290.25,93.75,1155.550049,870.400024,1498.900024,991.549988,989.700012,385.850006,1506.25,295.399994,149.050003,336.049988,9.55,1690.150024,1559.199951,111.449997,16.700001,203.25,2706.75,679.0,3162.75,995.200012,1737.900024,181.899994,94.300003,1139.699951,791.799988,631.25,516.75,1513.849976,80975.0,83.949997,17619.75,118.0,122.0,29509.949219,122.5,41.549999,1034.400024,413.049988,141.350006,2153.5,125.0,2025.449951,6936.200195,759.950012,118.849998,3373.600098,1138.050049,1080.0,2532.699951,1380.099976,209.100006,38.349998,813.450012,250.949997,1023.599976,549.049988,13.6,87.550003,739.150024,1780.849976,118.199997,1648.599976,171.149994,395.200012,466.100006,3689.100098,76.745003,950.900024,146.399994,575.200012,13.95,152.25,31.75,2487.399902,698.75,369.049988,5277.649902,38.799999,513.799988,1027.449951,155.899994,7527.450195,3597.850098,175.600006,156.350006,173.362549,207.449997,28672.300781,664.799988,1113.150024,3740.149902,614.650024,214.75,1693.599976,634.049988,457.649994,417.200012,1504.050049,55.200001,2398.850098,227.800003,1387.25,705.950012,535.049988
18,2021-06-25,712.200012,116.75,3439.0,3003.899902,950.349976,6075.799805,2247.449951,83.5,806.049988,12486.599609,598.700012,857.950012,80.849998,85.75,58.25,145.600006,1012.900024,395.600006,664.200012,236.649994,1484.949951,73.449997,616.25,2134.25,27.0,1368.099976,452.0,745.25,221.25,4196.149902,741.400024,2939.199951,2448.649902,271.399994,164.050003,2886.25,6923.0,535.099976,993.900024,339.649994,155.699997,2041.150024,1519.449951,348.049988,78.949997,77.650002,65.199997,15076.599609,624.0,531.900024,4248.75,293.899994,94.449997,1182.449951,870.549988,1506.849976,999.349976,995.650024,382.600006,1515.099976,298.0,153.399994,339.549988,10.6,1728.199951,1574.199951,111.400002,16.700001,205.050003,2720.800049,689.5,3117.850098,992.25,1735.0,182.75,95.349998,1152.349976,794.25,646.400024,511.649994,1519.849976,80514.203125,83.199997,17506.699219,116.050003,120.900002,29455.449219,123.5,42.299999,1037.699951,417.149994,143.350006,2104.449951,131.350006,2015.25,7046.549805,759.049988,121.099998,3380.800049,1126.75,1089.5,2552.850098,1381.699951,208.550003,39.450001,805.150024,262.200012,1029.949951,547.5,13.65,83.199997,761.349976,1753.849976,123.400002,1629.949951,175.0,396.950012,470.049988,3670.050049,77.294998,957.099976,148.75,564.450012,14.15,153.100006,31.700001,2509.199951,698.849976,375.899994,5309.299805,38.400002,512.549988,1084.550049,159.050003,7649.0,3633.050049,177.75,156.75,173.137543,212.25,28729.099609,672.25,1165.25,3768.649902,622.349976,218.350006,1676.949951,649.0,467.700012,428.799988,1523.849976,55.0,2423.149902,228.25,1387.050049,715.950012,542.900024
19,2021-06-28,716.25,118.199997,3454.149902,2982.949951,967.799988,6037.049805,2258.199951,87.800003,804.75,12377.900391,598.400024,871.900024,80.650002,87.349998,56.950001,144.0,1008.900024,408.350006,670.799988,235.300003,1489.949951,80.050003,619.599976,2155.199951,25.65,1372.550049,452.399994,750.900024,229.050003,4183.450195,738.849976,2943.649902,2460.199951,268.149994,164.100006,2936.050049,6869.450195,531.200012,996.200012,342.799988,157.699997,2050.949951,1525.75,344.350006,79.550003,80.5,66.300003,15152.299805,642.5,523.650024,4314.399902,293.549988,94.099998,1202.75,869.75,1520.599976,992.299988,985.299988,385.950012,1508.349976,297.25,156.949997,339.200012,10.45,1729.599976,1571.800049,110.849998,16.700001,203.600006,2740.449951,695.349976,3117.899902,975.099976,1733.050049,183.399994,95.050003,1164.25,793.5,667.049988,509.549988,1511.199951,80554.648438,86.550003,17506.150391,116.150002,122.349998,29588.349609,124.150002,43.349998,1037.550049,413.899994,142.550003,2086.0,133.199997,2011.449951,7118.649902,773.25,122.550003,3336.75,1151.199951,1105.099976,2551.5,1429.75,209.399994,39.349998,809.099976,267.75,1042.550049,547.400024,13.65,87.349998,762.400024,1728.050049,124.75,1625.599976,173.75,404.149994,467.149994,3667.25,77.065002,963.049988,147.199997,567.049988,14.35,153.350006,31.25,2494.949951,701.450012,382.299988,5404.25,38.349998,533.549988,1079.599976,158.649994,7596.25,3593.949951,182.100006,162.050003,173.887543,214.699997,28390.199219,676.299988,1184.0,3826.199951,621.549988,219.149994,1668.949951,650.299988,468.200012,426.75,1514.449951,54.400002,2417.050049,227.850006,1374.349976,721.900024,538.349976
20,2021-06-29,711.0,116.300003,3591.149902,3001.5,967.200012,6052.399902,2242.649902,87.099998,804.349976,12299.900391,607.099976,850.950012,80.550003,86.5,55.849998,143.850006,1018.150024,398.950012,667.549988,236.5,1468.75,77.150002,614.700012,2161.75,25.25,1357.849976,454.850006,745.900024,226.449997,4124.649902,747.549988,2927.5,2492.550049,264.0,162.75,2922.25,6824.700195,524.950012,979.900024,341.549988,157.800003,2053.050049,1523.550049,344.399994,78.949997,78.650002,64.900002,15025.599609,640.650024,519.349976,4356.149902,287.200012,94.949997,1195.349976,877.799988,1503.300049,978.799988,983.599976,392.899994,1502.050049,292.549988,153.75,340.100006,10.1,1729.25,1563.050049,108.150002,16.700001,203.300003,2705.100098,685.900024,3108.699951,975.549988,1705.849976,182.850006,93.699997,1161.199951,781.599976,655.200012,537.700012,1507.900024,80222.25,85.599998,17599.25,117.599998,119.400002,29640.849609,124.050003,43.0,1035.900024,411.299988,143.0,2087.800049,130.300003,1992.25,7081.899902,764.099976,122.800003,3340.850098,1159.599976,1088.150024,2581.800049,1449.25,207.850006,39.200001,805.400024,266.5,1028.400024,542.599976,13.55,91.699997,751.950012,1731.599976,123.550003,1601.0,174.649994,407.549988,466.25,3657.149902,77.735001,979.599976,144.5,567.349976,13.95,152.0,30.700001,2501.199951,694.299988,374.25,5433.100098,38.25,549.950012,1079.5,157.649994,7487.5,3574.5,181.550003,154.350006,177.000046,211.850006,28134.449219,677.599976,1172.550049,4002.949951,612.299988,216.050003,1669.550049,640.099976,473.25,421.5,1510.900024,52.799999,2414.399902,225.850006,1353.849976,720.599976,536.400024
21,2021-06-30,703.700012,113.449997,3619.850098,2992.699951,965.200012,6015.850098,2239.199951,85.900002,805.099976,12109.049805,615.200012,899.5,79.599998,87.099998,54.200001,143.100006,1016.349976,397.450012,661.650024,242.100006,1481.650024,78.349998,612.700012,2153.949951,24.0,1342.650024,460.100006,745.049988,225.0,4133.850098,761.900024,2902.600098,2471.300049,261.049988,168.75,2901.600098,6776.0,525.650024,979.950012,339.600006,155.199997,2014.800049,1507.550049,340.649994,78.5,77.900002,65.550003,15025.150391,645.200012,513.25,4408.25,281.100006,94.0,1220.099976,870.25,1498.75,980.200012,983.5,399.600006,1497.900024,293.200012,151.850006,339.299988,9.95,1716.949951,1580.800049,107.900002,16.700001,202.699997,2671.149902,683.900024,3080.199951,960.950012,1705.849976,182.350006,92.900002,1149.099976,777.700012,652.549988,530.799988,1521.550049,80079.5,86.849998,17633.0,116.400002,117.699997,29522.0,128.800003,42.299999,1025.75,412.049988,148.550003,2110.649902,130.600006,2021.050049,7275.700195,759.299988,122.099998,3345.75,1136.5,1095.449951,2600.5,1446.300049,206.300003,38.549999,792.849976,262.850006,1022.450012,545.650024,13.55,88.0,748.299988,1732.5,122.599998,1596.75,178.0,404.450012,468.100006,3649.649902,76.989998,971.900024,146.649994,568.75,13.9,149.649994,31.799999,2475.25,698.349976,372.049988,5423.049805,37.900002,557.75,1060.400024,157.100006,7515.899902,3651.5,184.100006,157.199997,174.300049,210.5,27504.599609,675.450012,1166.599976,4304.299805,620.5,214.75,1685.800049,630.900024,470.0,419.200012,1500.550049,53.950001,2398.25,225.800003,1334.650024,723.799988,529.75
22,2021-07-01,703.099976,107.800003,3678.449951,3021.600098,968.049988,5967.149902,2274.899902,86.050003,809.0,11816.450195,617.650024,889.599976,78.949997,86.0,54.200001,142.25,1007.700012,394.799988,663.950012,244.800003,1470.349976,77.949997,614.349976,2169.149902,22.799999,1355.599976,458.299988,744.849976,227.850006,4204.549805,765.650024,2922.5,2478.0,260.049988,167.25,2924.199951,6707.25,522.650024,988.349976,344.25,155.850006,1996.0,1490.25,340.299988,77.900002,77.650002,64.949997,15187.599609,639.200012,506.149994,4435.700195,280.25,92.449997,1200.849976,888.049988,1500.300049,989.0,985.5,403.700012,1486.75,296.200012,153.600006,339.950012,9.05,1742.599976,1560.400024,107.550003,16.700001,203.0,2675.300049,680.549988,3112.949951,985.150024,1716.099976,181.899994,92.699997,1146.199951,779.450012,653.150024,534.900024,1512.349976,81018.296875,87.150002,17646.199219,117.349998,118.849998,29623.849609,121.949997,42.349998,1007.849976,409.75,145.550003,2097.949951,126.949997,2019.849976,7347.700195,762.450012,121.349998,3341.5,1137.25,1085.150024,2581.050049,1437.449951,205.699997,38.700001,791.5,262.899994,1013.0,539.349976,13.55,83.599998,746.450012,1740.300049,122.449997,1596.849976,184.649994,406.149994,462.75,3595.800049,77.044998,978.099976,145.649994,589.75,13.7,153.0,31.9,2459.399902,687.0,379.399994,5558.5,37.75,570.599976,1050.599976,155.899994,7584.399902,3620.300049,184.449997,162.699997,173.100037,209.850006,27059.949219,684.150024,1163.550049,4243.75,624.299988,215.25,1708.199951,630.849976,470.25,420.399994,1492.300049,53.049999,2398.899902,223.350006,1330.099976,723.049988,525.150024
23,2021-07-02,710.400024,109.400002,3733.199951,3005.0,994.200012,5997.75,2298.850098,85.199997,806.900024,11750.450195,613.25,881.349976,79.099998,85.300003,54.0,142.899994,1009.650024,388.149994,662.450012,245.399994,1477.400024,79.0,619.400024,2178.850098,23.049999,1362.199951,464.649994,746.549988,227.449997,4175.350098,771.900024,2919.850098,2487.300049,260.0,173.100006,2950.350098,6719.899902,525.0,987.900024,344.899994,156.0,1987.25,1422.050049,339.25,80.699997,77.050003,65.849998,15357.75,639.349976,510.100006,4519.649902,283.850006,93.599998,1202.949951,891.25,1489.75,985.549988,984.650024,397.399994,1480.400024,297.950012,153.75,339.5,8.8,1719.949951,1567.800049,108.449997,16.700001,202.399994,2661.0,671.299988,3145.75,1000.400024,1715.150024,182.449997,92.349998,1160.5,782.599976,662.700012,519.849976,1515.300049,81142.296875,90.099998,17602.0,117.5,118.449997,29759.5,121.050003,42.099998,1009.450012,411.600006,144.449997,2129.050049,124.349998,2019.800049,7496.0,781.799988,120.949997,3325.449951,1141.550049,1089.400024,2583.100098,1446.599976,201.449997,39.049999,799.349976,262.049988,1013.900024,538.599976,13.55,87.75,750.650024,1754.75,122.449997,1589.150024,180.649994,408.049988,462.75,3545.300049,76.144997,979.200012,147.649994,590.450012,13.5,151.300003,32.599998,2475.699951,679.599976,376.049988,5575.700195,38.25,563.650024,1034.849976,157.350006,7573.850098,3624.300049,182.949997,169.199997,170.96254,210.899994,27014.900391,681.25,1136.0,4429.549805,612.0,217.100006,1689.550049,640.25,465.799988,424.399994,1485.650024,54.049999,2404.75,223.399994,1354.5,767.700012,528.400024
24,2021-07-05,710.049988,106.800003,3718.100098,3014.800049,1002.599976,6072.700195,2292.550049,86.349998,816.549988,11923.099609,650.200012,880.599976,80.550003,87.25,54.450001,146.600006,1020.549988,394.149994,660.849976,242.949997,1558.599976,81.449997,621.25,2267.149902,21.9,1374.550049,468.899994,749.75,228.800003,4201.5,770.900024,2938.050049,2499.050049,272.399994,176.649994,2938.850098,6719.850098,523.950012,974.150024,346.100006,156.25,1982.75,1394.349976,340.299988,86.349998,76.949997,65.949997,15716.349609,643.950012,519.0,4559.950195,293.700012,93.900002,1202.050049,925.0,1489.699951,1022.349976,979.75,390.350006,1495.449951,304.450012,155.800003,337.299988,9.1,1755.949951,1578.949951,108.800003,16.700001,203.649994,2701.050049,672.75,3143.100098,1033.550049,1731.099976,185.399994,93.349998,1157.900024,791.75,662.099976,530.549988,1538.599976,80830.351563,90.75,17641.349609,118.599998,120.949997,30221.400391,123.150002,42.299999,1033.150024,418.649994,145.850006,2150.199951,125.599998,2027.900024,7493.200195,804.799988,125.900002,3321.0,1155.0,1074.650024,2556.100098,1448.449951,200.350006,38.900002,807.599976,272.450012,1014.599976,536.349976,13.45,85.800003,760.349976,1749.900024,124.900002,1579.25,179.199997,403.399994,459.700012,3523.550049,75.074997,974.700012,149.899994,587.700012,14.0,152.149994,32.599998,2494.899902,694.200012,389.549988,5537.899902,37.950001,568.25,1031.25,160.350006,7599.450195,3597.199951,175.25,172.25,172.725037,213.850006,26987.599609,680.200012,1156.849976,4379.049805,611.349976,218.850006,1685.949951,647.849976,471.549988,432.649994,1507.949951,54.450001,2408.699951,223.949997,1358.75,773.450012,525.950012
