,Date,ADANIPORTS,ADANIPOWER,APOLLOHOSP,ASIANPAINT,AUROPHARMA,BAJFINANCE,BALKRISIND,BANKBARODA,BERGEPAINT,BAJAJFINSV,CENTURYTEX,CUMMINSIND,ENGINERSIN,FEDERALBNK,IDFCFIRSTB,CASTROLIND,INDUSINDBK,JINDALSTEL,MCDOWELL-N,MOTHERSUMI,MUTHOOTFIN,NATIONALUM,ICICIPRULI,PIDILITIND,RELCAPITAL,SRTRANSFIN,TORNTPOWER,AMARAJABAT,APOLLOTYRE,BAJAJ-AUTO,BHARATFORG,HEROMOTOCO,HINDUNILVR,IBULHSGFIN,MANAPPURAM,TORNTPHARM,ULTRACEMCO,BHARTIARTL,KAJARIACER,TATAMOTORS,TATAMTRDVR
51,2021-08-12,704.049988,85.0,4133.100098,2975.5,826.200012,6199.5,2299.850098,81.550003,814.950012,14340.700195,765.400024,948.900024,71.949997,85.599998,45.900002,136.350006,1035.349976,424.25,655.950012,223.699997,1448.449951,84.550003,669.599976,2220.800049,15.9,1309.400024,468.350006,729.5,224.5,3769.350098,827.5,2782.949951,2392.300049,248.350006,166.800003,2911.850098,7468.700195,623.150024,1030.949951,306.0,143.75
52,2021-08-13,704.150024,84.949997,4064.100098,2988.699951,761.299988,6156.549805,2292.100098,80.949997,811.150024,14317.5,788.75,975.549988,70.75,85.300003,45.5,135.050003,1024.150024,424.25,660.5,221.449997,1451.199951,83.75,671.400024,2206.699951,15.55,1295.050049,464.25,729.25,225.100006,3825.75,819.700012,2772.199951,2404.5,249.649994,165.699997,2963.75,7460.700195,637.049988,1013.150024,307.25,142.25
53,2021-08-16,706.900024,83.050003,4345.100098,2971.399902,738.049988,6377.149902,2284.350098,79.5,815.049988,14549.299805,815.549988,984.0,70.949997,84.800003,44.849998,135.949997,1019.0,430.299988,656.650024,218.5,1474.0,83.199997,671.799988,2218.899902,14.8,1296.650024,459.950012,720.400024,225.949997,3748.449951,804.349976,2747.350098,2426.399902,254.350006,170.100006,2954.850098,7346.649902,634.049988,1046.300049,303.700012,140.300003
54,2021-08-17,692.650024,79.949997,4920.5,3015.300049,731.450012,6410.100098,2301.899902,78.050003,814.950012,14737.25,810.599976,1019.700012,71.650002,83.25,44.150002,133.449997,1000.200012,414.950012,660.200012,216.149994,1473.900024,80.699997,676.299988,2216.100098,14.5,1280.349976,456.149994,711.200012,222.149994,3807.449951,810.799988,2782.600098,2483.800049,248.949997,168.949997,3008.050049,7409.049805,626.349976,1051.650024,297.700012,137.75
55,2021-08-18,705.400024,77.300003,4787.899902,3001.550049,721.650024,6544.100098,2276.699951,78.75,813.700012,15006.349609,789.450012,1030.0,71.150002,83.25,44.650002,131.899994,989.650024,408.0,724.450012,214.300003,1479.400024,78.650002,680.700012,2225.300049,14.55,1293.849976,460.100006,711.5,220.25,3833.050049,802.900024,2763.600098,2486.050049,241.350006,165.5,3052.25,7601.450195,622.950012,1106.949951,293.350006,135.850006
56,2021-08-20,687.200012,77.449997,4746.5,3112.949951,681.099976,6661.100098,2236.199951,74.150002,819.25,14978.549805,766.950012,992.049988,70.099998,79.900002,41.799999,130.350006,979.450012,376.850006,703.900024,203.300003,1457.949951,73.300003,666.200012,2267.199951,13.9,1254.5,453.100006,697.25,211.550003,3751.5,752.849976,2697.5,2619.399902,224.149994,158.300003,3036.100098,7493.350098,613.700012,1075.199951,283.100006,132.800003
57,2021-08-23,668.299988,73.599998,4743.25,3077.449951,682.950012,6752.200195,2279.850098,73.199997,795.450012,15271.900391,743.599976,975.5,67.849998,78.25,40.950001,127.650002,988.599976,363.600006,701.849976,199.899994,1458.25,74.75,681.450012,2227.300049,13.25,1245.699951,453.549988,680.5,205.350006,3668.25,719.650024,2680.600098,2634.149902,218.75,158.449997,3061.949951,7351.0,622.650024,1083.949951,276.950012,131.199997
58,2021-08-24,695.400024,77.25,4840.75,3045.949951,688.200012,6980.100098,2287.449951,75.5,790.950012,16461.699219,765.150024,996.25,68.050003,80.099998,42.900002,130.149994,1005.049988,372.75,692.849976,208.75,1503.050049,80.400002,669.0,2208.149902,13.9,1279.550049,460.450012,685.950012,209.0,3714.75,741.0,2675.850098,2633.0,224.899994,163.5,3056.550049,7455.350098,620.099976,1088.449951,279.799988,134.699997
59,2021-08-25,720.75,81.099998,4771.649902,3038.050049,696.700012,6944.950195,2275.0,75.099998,784.5,15904.400391,753.849976,989.700012,69.300003,80.449997,42.549999,133.300003,1005.549988,375.399994,683.650024,211.399994,1481.0,81.199997,655.400024,2214.850098,14.55,1267.349976,472.649994,675.349976,207.5,3689.649902,731.099976,2673.949951,2645.0,223.350006,162.399994,3054.25,7382.350098,612.450012,1087.25,284.399994,138.600006
60,2021-08-26,721.700012,85.150002,4700.399902,3039.649902,699.099976,6931.950195,2272.300049,74.099998,786.549988,15958.799805,756.599976,981.099976,69.5,78.199997,42.200001,135.149994,1001.5,371.25,684.400024,213.300003,1485.400024,78.800003,651.849976,2227.699951,15.15,1265.449951,473.149994,666.299988,208.850006,3691.399902,727.099976,2647.550049,2666.399902,219.0,161.399994,3052.75,7307.100098,586.900024,1163.349976,284.299988,139.350006
61,2021-08-27,727.0,89.400002,4765.100098,3036.800049,710.0,6966.600098,2290.850098,74.550003,785.849976,16195.599609,747.099976,980.0,70.599998,77.949997,42.5,133.649994,990.200012,371.5,700.450012,214.25,1491.699951,85.0,656.150024,2225.199951,14.8,1281.400024,488.149994,682.849976,208.949997,3699.449951,729.450012,2674.050049,2677.949951,220.0,160.350006,3046.899902,7565.600098,595.150024,1185.050049,285.75,136.600006
62,2021-08-30,730.0,93.849998,4757.549805,3108.75,716.049988,7165.5,2272.649902,76.949997,810.650024,16560.400391,763.0,999.400024,71.800003,81.349998,43.450001,133.100006,1005.099976,381.450012,708.650024,218.649994,1503.199951,87.949997,659.0,2262.149902,15.1,1334.949951,490.850006,694.0,212.449997,3720.399902,759.799988,2726.25,2687.699951,227.949997,160.449997,3092.399902,7703.799805,620.450012,1166.199951,291.950012,139.699997
63,2021-08-31,748.299988,98.5,4969.549805,3201.350098,727.299988,7524.5,2294.899902,77.349998,820.799988,17148.75,777.5,999.150024,73.099998,81.25,42.950001,134.0,992.400024,376.950012,715.150024,218.600006,1514.0,90.75,659.099976,2280.350098,14.75,1352.699951,481.5,699.25,212.949997,3727.850098,767.200012,2741.850098,2724.100098,224.0,160.399994,3105.899902,7832.450195,664.049988,1175.199951,287.299988,136.550003
64,2021-09-01,744.75,103.400002,5039.049805,3302.75,729.900024,7519.600098,2329.699951,78.349998,828.650024,16786.300781,827.099976,1005.950012,72.25,82.400002,44.450001,133.949997,998.75,370.799988,735.700012,217.199997,1525.050049,88.5,658.450012,2313.800049,14.3,1329.900024,487.850006,712.099976,218.699997,3758.300049,781.049988,2740.850098,2732.899902,232.100006,164.149994,3167.5,7766.950195,666.400024,1159.349976,295.25,139.449997
65,2021-09-02,753.849976,108.550003,5043.5,3301.600098,746.849976,7498.450195,2389.050049,78.400002,834.049988,16703.25,821.349976,1040.300049,71.949997,82.800003,44.900002,134.600006,1010.099976,377.75,748.049988,217.699997,1525.150024,89.550003,676.099976,2340.699951,14.8,1343.050049,485.049988,720.200012,221.649994,3720.949951,781.400024,2730.350098,2801.050049,232.800003,165.100006,3143.149902,7952.75,666.5,1200.650024,293.149994,140.399994
66,2021-09-03,754.900024,103.150002,5014.549805,3338.800049,757.900024,7523.399902,2411.149902,79.199997,831.349976,16734.349609,849.349976,1025.949951,71.900002,82.849998,45.650002,136.050003,1003.75,392.600006,752.950012,218.649994,1507.0,93.900002,697.75,2327.399902,14.85,1350.050049,486.25,721.650024,223.050003,3757.5,791.299988,2799.449951,2766.699951,230.649994,163.649994,3189.649902,7929.850098,658.450012,1198.25,295.549988,140.25
67,2021-09-06,751.200012,98.0,4995.5,3315.550049,754.75,7506.350098,2454.149902,78.900002,834.950012,16747.0,867.950012,1047.300049,73.0,82.400002,45.150002,135.75,991.950012,390.299988,749.299988,214.350006,1525.0,99.199997,693.950012,2341.399902,15.55,1346.449951,478.850006,720.349976,221.699997,3781.100098,788.150024,2817.199951,2780.600098,231.100006,168.300003,3130.5,7952.600098,654.599976,1178.75,297.450012,139.649994
68,2021-09-07,745.5,93.099998,4877.049805,3336.25,746.299988,7457.299805,2474.350098,78.099998,833.900024,16781.199219,878.650024,1039.449951,72.349998,81.550003,46.400002,134.949997,1001.25,399.850006,752.650024,212.0,1531.150024,96.300003,702.099976,2335.75,16.299999,1344.800049,471.700012,719.700012,218.25,3770.699951,777.200012,2797.75,2777.699951,226.350006,163.899994,3094.550049,8026.25,670.549988,1182.150024,294.600006,138.699997
69,2021-09-08,746.849976,97.75,4811.399902,3336.600098,743.25,7463.200195,2476.699951,79.349998,831.200012,16560.75,869.700012,1041.550049,72.0,83.099998,46.150002,135.75,999.599976,395.799988,748.099976,211.050003,1544.949951,96.400002,717.150024,2313.300049,17.1,1365.050049,482.549988,720.599976,214.800003,3725.350098,772.400024,2798.350098,2800.899902,229.75,164.800003,3100.550049,7992.899902,667.849976,1196.449951,295.25,138.550003
70,2021-09-09,749.700012,102.550003,4719.549805,3346.350098,741.75,7430.649902,2456.199951,79.150002,836.549988,16750.5,854.950012,1044.0,71.800003,82.400002,46.900002,137.649994,999.5,400.350006,755.400024,212.649994,1538.900024,97.949997,696.700012,2348.25,17.950001,1348.349976,477.450012,721.349976,214.949997,3700.600098,773.849976,2796.699951,2810.649902,227.449997,165.050003,3108.350098,7939.649902,686.150024,1188.25,298.950012,140.949997
71,2021-09-13,745.099976,100.550003,4745.850098,3367.050049,736.150024,7445.549805,2448.600098,78.25,839.299988,16938.199219,848.599976,1044.150024,72.599998,82.099998,46.849998,138.899994,996.299988,403.5,754.599976,213.25,1544.550049,100.75,693.400024,2397.0,18.799999,1341.699951,480.75,718.049988,214.899994,3699.550049,774.5,2789.800049,2786.350098,228.949997,165.300003,3126.050049,7944.450195,693.299988,1172.699951,301.200012,140.949997
72,2021-09-14,755.400024,99.199997,4732.450195,3362.5,748.049988,7417.549805,2472.5,78.650002,834.849976,16831.25,846.450012,1038.650024,73.0,82.349998,47.950001,138.449997,1036.599976,401.100006,758.900024,221.949997,1542.400024,98.150002,689.900024,2408.850098,19.700001,1352.800049,482.25,736.700012,221.050003,3751.050049,780.049988,2851.699951,2762.550049,239.300003,166.199997,3133.100098,7856.450195,681.406616,1163.699951,306.100006,143.149994
73,2021-09-15,765.950012,99.5,4792.049805,3352.300049,759.0,7414.149902,2500.75,81.300003,837.450012,16828.900391,842.75,1041.300049,73.75,83.650002,48.650002,137.949997,1053.949951,401.899994,752.549988,228.25,1542.349976,96.0,695.5,2400.75,20.65,1366.800049,488.899994,742.25,222.399994,3779.100098,787.549988,2874.949951,2775.449951,235.75,167.699997,3122.449951,7820.850098,712.129761,1149.75,311.950012,161.5
74,2021-09-16,769.650024,98.550003,4880.75,3342.100098,754.75,7411.5,2510.649902,85.900002,833.700012,16733.0,835.25,1032.050049,73.599998,85.900002,50.950001,141.649994,1130.949951,395.100006,743.099976,224.300003,1553.5,96.400002,699.700012,2401.050049,21.65,1406.400024,495.0,737.349976,221.949997,3813.5,778.450012,2920.399902,2768.25,241.850006,168.050003,3114.25,7765.450195,705.356934,1180.199951,311.649994,157.0
75,2021-09-17,767.099976,100.449997,4908.25,3303.050049,746.200012,7428.799805,2490.100098,82.300003,818.75,16840.199219,850.0,1007.700012,73.599998,83.300003,49.150002,136.449997,1130.0,386.600006,741.75,223.0,1513.5,94.150002,703.549988,2368.449951,21.049999,1360.800049,481.899994,728.450012,223.600006,3822.199951,761.549988,2932.100098,2722.25,228.75,163.75,3097.199951,7711.850098,714.730896,1155.0,308.600006,146.550003
76,2021-09-20,748.900024,95.449997,4878.100098,3271.550049,712.400024,7442.450195,2480.100098,78.25,813.549988,17018.949219,844.900024,984.200012,73.150002,79.699997,47.849998,137.75,1089.949951,351.100006,738.0,216.399994,1475.449951,85.75,678.549988,2361.449951,20.6,1320.099976,484.5,729.200012,218.0,3776.050049,740.099976,2889.5,2800.350098,215.600006,161.399994,3057.850098,7576.0,711.589905,1140.449951,298.950012,146.899994
77,2021-09-21,749.599976,94.550003,4891.600098,3309.199951,726.400024,7813.850098,2535.399902,78.650002,815.299988,17587.25,842.900024,990.650024,72.400002,80.050003,48.5,137.449997,1137.550049,361.600006,746.849976,220.100006,1479.099976,88.599998,692.299988,2430.75,19.9,1323.75,491.0,727.549988,219.550003,3728.800049,739.0,2850.449951,2812.449951,208.449997,166.350006,3043.600098,7592.700195,713.258545,1123.849976,301.950012,149.649994
78,2021-09-22,745.299988,95.900002,4904.899902,3317.5,731.099976,7793.649902,2692.199951,79.699997,812.0,17614.75,911.549988,1022.200012,73.900002,81.099998,48.5,139.199997,1141.400024,365.950012,773.5,224.800003,1543.5,90.75,687.849976,2418.0,20.75,1346.5,492.950012,735.75,232.550003,3757.149902,740.849976,2847.199951,2784.5,220.899994,171.350006,3085.5,7625.600098,713.35675,1178.949951,310.100006,153.300003
79,2021-09-23,754.5,97.050003,5084.200195,3320.649902,733.450012,7899.049805,2648.550049,79.650002,821.099976,18503.849609,939.349976,1027.800049,74.050003,81.849998,48.5,141.149994,1169.150024,371.149994,829.150024,227.550003,1519.949951,91.050003,685.75,2435.0,21.200001,1383.099976,495.149994,736.299988,236.949997,3799.199951,764.299988,2853.050049,2782.300049,229.649994,174.0,3101.050049,7619.700195,713.405823,1167.0,321.5,164.75
80,2021-09-24,744.799988,95.849998,4731.799805,3448.600098,721.549988,7793.399902,2656.199951,77.849998,840.099976,18526.0,954.75,994.799988,73.449997,80.849998,47.099998,139.100006,1163.050049,359.149994,827.700012,224.699997,1505.050049,88.5,673.5,2451.949951,21.4,1355.699951,498.549988,735.799988,228.800003,3809.800049,749.799988,2833.449951,2746.649902,225.850006,173.0,3100.100098,7521.5,725.773621,1242.150024,317.950012,161.300003
81,2021-09-27,750.25,97.0,4565.549805,3430.649902,722.0,7795.450195,2628.800049,78.0,830.700012,18031.099609,946.150024,998.400024,72.550003,81.599998,46.849998,137.149994,1150.699951,357.799988,821.650024,233.5,1493.300049,90.050003,663.650024,2405.550049,21.9,1324.150024,494.899994,762.849976,231.850006,3913.399902,780.650024,2912.949951,2709.5,233.0,172.899994,3088.550049,7622.899902,722.549988,1227.650024,331.649994,172.25
82,2021-09-28,738.700012,96.0,4411.049805,3379.699951,725.049988,7543.299805,2545.949951,79.449997,819.299988,17550.349609,924.650024,1001.5,73.849998,80.900002,46.25,139.100006,1134.75,361.399994,826.950012,230.850006,1463.449951,89.0,664.0,2411.0,21.15,1313.199951,503.25,753.349976,226.399994,3908.699951,755.900024,2920.550049,2723.850098,226.399994,169.449997,3107.850098,7588.299805,696.150024,1194.650024,329.299988,171.899994
83,2021-09-29,742.0,98.300003,4423.5,3323.050049,727.950012,7515.399902,2504.949951,81.699997,817.150024,17433.75,924.150024,996.950012,75.300003,81.349998,48.299999,139.449997,1123.199951,382.5,827.150024,229.850006,1469.5,94.400002,673.0,2402.25,22.200001,1300.349976,516.400024,756.549988,224.699997,3899.25,744.200012,2886.149902,2685.300049,228.550003,173.25,3134.850098,7464.549805,694.099976,1187.800049,330.25,180.300003
84,2021-09-30,737.900024,97.099998,4481.600098,3244.649902,724.799988,7668.100098,2533.649902,81.75,809.0,17786.75,936.799988,991.950012,78.75,84.300003,47.650002,140.199997,1111.900024,389.25,853.099976,225.949997,1450.300049,93.400002,671.849976,2381.949951,21.65,1298.849976,505.049988,749.799988,225.699997,3832.649902,737.450012,2832.5,2701.800049,231.649994,169.149994,3085.5,7396.100098,688.299988,1197.0,333.350006,189.300003
85,2021-10-01,734.950012,96.949997,4459.399902,3177.850098,717.299988,7522.75,2541.399902,82.449997,810.400024,17177.800781,916.299988,918.099976,78.199997,83.150002,47.349998,140.100006,1104.050049,401.700012,865.150024,224.899994,1533.800049,95.5,667.799988,2417.25,20.950001,1294.550049,501.399994,766.799988,224.25,3852.600098,727.599976,2847.949951,2704.050049,234.449997,179.550003,3080.550049,7483.549805,675.900024,1199.349976,333.299988,186.550003
86,2021-10-04,744.200012,101.75,4548.25,3201.600098,732.150024,7695.049805,2520.800049,84.349998,820.799988,17806.199219,920.849976,893.299988,78.849998,85.050003,47.650002,140.600006,1119.800049,418.399994,866.799988,226.399994,1520.849976,105.050003,676.5,2421.0,21.1,1350.75,502.600006,766.049988,228.100006,3825.949951,741.950012,2855.550049,2686.199951,239.300003,182.649994,3129.550049,7515.600098,681.400024,1196.900024,342.0,188.850006
87,2021-10-05,743.950012,106.5,4482.399902,3254.75,724.0,7724.200195,2537.199951,83.349998,825.450012,17847.5,932.349976,899.849976,77.650002,85.75,47.950001,141.199997,1168.599976,421.149994,882.349976,226.550003,1521.0,102.400002,678.900024,2436.350098,20.950001,1335.25,515.150024,765.5,225.25,3864.0,722.900024,2844.550049,2708.649902,241.850006,184.300003,3129.300049,7464.0,699.25,1204.5,344.950012,188.300003
88,2021-10-06,724.0,101.550003,4378.75,3212.25,715.349976,7735.149902,2508.25,82.300003,821.099976,17616.599609,924.200012,882.599976,76.199997,84.400002,47.0,144.550003,1131.849976,409.649994,873.650024,223.75,1501.099976,96.650002,678.650024,2415.649902,20.700001,1303.199951,505.700012,749.700012,222.300003,3770.050049,721.650024,2798.149902,2686.050049,241.399994,184.300003,3064.949951,7363.0,691.400024,1225.550049,336.049988,179.199997
89,2021-10-07,736.150024,101.949997,4428.299805,3290.850098,719.599976,7747.899902,2551.649902,84.0,829.549988,17470.25,932.650024,896.900024,77.650002,85.449997,47.799999,144.350006,1166.699951,407.600006,902.700012,236.0,1544.5,96.550003,681.650024,2460.5,22.75,1343.199951,510.049988,758.700012,228.149994,3828.550049,741.5,2841.649902,2669.399902,243.300003,194.050003,3074.25,7354.600098,692.5,1250.949951,376.5,193.149994
